473085653454827520	519632853982650370	Having to run to the train first thing in the morning is a great way to start the day #not	-2.22
472906496129634305	519632968730423296	@YouknowRilynn #not a creep-You never reply. Sounds like a productive day!- have a Great Fun Day Sunday!-no guilt trip-I chirp about it al!	-0.7
472451601933025280	519632997222330368	I love how my mom says she can count on Rion more than me. #not #jealous	-2.02
472791897107623936	519633025714253824	My sister won't tell me where she hid my food. She's fueling my anorexia. #bestsisteraward #not 	-2.46
472527817000112128	519633084057010176	Hmm... #imaginethat Its a truck race w #kybu n the field&he wins it. #surprisesurprise #not! Hes singlehandedly makin me less&less a fan.	-0.94
464420349397188608	519633143595147264	Literally, I'm about to offer up my first born child just to the stress gods. #breakingdown #gradschool #finals #happybirthday #not	-3.19
472842402281975808	519633172082872323	It was so nice of my dad to come to my graduation party. #not	0
472499454096850944	519633258850418690	@zznate here's the irony. I ripped out my lawn a while back and put in rocks. That's how much I care. #not	-2.45
472831098721148929	519633288491581440	@Gooner_Oozy Mint, orange & ginger and a whole lot of other detoxifying nutrients. Went down a treat #not lol	-2.3
472508069906096128	519633377113026560	You're like oxygen , cuz I can't live without you #not	-1.82
472430068892200961	519633406519296000	my sister is the biggest snitch I've ever met #youre #not #my #mother	-3.54
472538522746769409	519633436114317312	When I have headphones in and I'm staring intently at my laptop it means I want to talk about why you're going to Minneapolis. #not #megabus	-2.79
472053581626212353	519633465474428928	Waking up extremely angry is my favourite way to start the day #not	-2.81
472574487607525376	519633524412796928	s/o to the table of 10 that came in at 9:50 #not	-3.03
472530654454759424	519633645456207872	Ticket leaders in order @gordonkeith @NotJackKemp @MikeSirois @SportsSturm @badkaratemovie @corbydavidson cause my opinion matters #not	-1.67
472501151703650304	519633675047038978	Oh how I just love not talking to my boyfriend for 2 days.... #not 	-2.87
472103522973270016	519633792625938433	S/O to whoever helped get me soaking wet at field day today #not	-2.15
472832101021409280	519633880022654976	burned my neck while curling my hair... looks real cute :')) #not	-2.66
472464171259662336	519633909483438080	this is what we are pinning our World Cup hope on, it must be filling every English fan with real hope. #not #pisspoor #wontgetoutthegroups	-2.85
472131171447738368	519633998041997313	thank you so much for your help guys, you're all so kind #not	-1.27
473182709901459456	519634174706077696	#50FactsAboutMe I do ballet for almost two years know #not #Interesting	-1.45
472174069392371712	519634233787035648	What an exciting summer this has been and will be #not	-2.63
472449022414692352	519634293077716992	My favourite part of the summer is when guys can roll down their windows and yell at me #not	-2.82
472825608058458113	519634382324133891	PAT GOOD, the Austrian lead is now cut down to 49-7 with less than 2 minutes remaining. This could still be interesting #not #fec14	-0.95
472852289498394626	519634441346355200	Wen u send a text n it says READ but they haven't replied back........ #the #present #time #lol #not #that #angry BUT STILL ANOYING	-2.46
472991977089146880	519634615925895170	i'm just going to start tagging all the sho posts with #not my bias	-1.1
472860574427398144	519634704241139714	Gotta love getting stung in the back by a bee.. Adds to my awesome day #not	-3.2
473071776541315072	519634733731291136	The best part of the Knoxville airport is the tiny planes #not	-1.4
472117136086024192	519634880989106177	Coool, thanks for the great dinner mom.. #not #nothingilike #imactuallyhungry	-2.31
472544731008749568	519634969434394625	I love just sitting in a house all by myself.. #not #someonesaveme	-2.51
472707559900852225	519634999058767872	But I work 8:30-4 today. Thank you for that half an hour reprieve? #not	-2.77
