472247134780018688	519632940183986178	RT @Winkerbell_: The American National Spelling Bee, where winners are always Indians.	-1.09
476476408269897728	519633230048133120	“@JMeilanixo: Yes we did! We just got picked up for 2 more seasons of #PrettyLittleLiars! Season 6 and 7, here we come!” Literally how	2.52
465399525960466432	519634027473420290	Human beings are emotional creatures, so to speak.--- 「人間はいわば感情に左右される生き物である」	0.15
476427687150772224	519634056930021376	@gangstasillas I'm so excited right now and I literally can't wait ugh I'm still waiting for my la décima shirt but whatevs	1.18
476486163448864768	519634469838270464	Literally this little girl waiting next to me at the salon is showing me Despicable Me 2 on her iPad and its adorable	3.19
465422141643845632	519634529015705601	RT @TheTweetOfGod: A racist NBA owner makes about as much sense as a homophobic theater producer.	-2.56
463729544826871808	519634645399265280	And they say you can never have too much #YeahRight ?? pic.twitter.com/Y1f3fZlvLg	-0.58
476452910407380992	519634910772883456	@kaiya_n i literally have no idea how but I suppose it's a good thing!! 	2.24
463287565031059456	519635057737089024	RT @reevo3000: Signing News. @Braehead_Clan sign brit D-man Zach Sullivan @ZachSully11 for the coming season. Damn these new EIHL rules! #S…	-2.95
476444786111422464	519635204806148097	Lol at guys thinking I'm dumb. don't ask me out while you're literally sitting there, hanging out with another girl. GOOD BYE.	-2.15
476409355861254145	519635234044645376	@dancer_kaykay that's crazy because i was literally juss about to text you && tell you i miss you Lets go swimming on a good day !	1.7
3134587228131328	519635382862766080	No, i haven't gained weight.. Your eyes just got fat #sarcastweet	-3
463059587310948352	519635616372252672	RT @okpants: Good thing it's easy to make a living as an artist in CLE as it is, these art shows are like christmas bonuses for CEO's. #SAR…	-1.98
476414760297447424	519635704742031362	I literally love Stephen A smith haha he's hilarious	3.87
465248700269219840	519635880642760705	Definitely on the road to recovery now other than some difficulty sleeping. Should be back in the saddle so to speak soon enough.	1.7
465335941884698624	519635968840581121	Opera in English is, in the main, just about as sensible as baseball in Italian. - Henry Louis Mencken	-0.37
465057878928527360	519636120858923008	Morning! How would you like to hear a proverbial song about crippling anxieties? weareshades.bandcamp.com/track/the-hors…	-2.24
464645935319220226	519636179910529026	@Don_Norcross well it's not exactly like we can count on strikeout king plantier... Biggest uppercut in the 20th century	-0.74
465385185417363456	519636445783289858	@OtakuDante @Treyarch no offense to you hon, but does it really matter, Ghost for esports is about as shit as a hooker with morals. #js	-2.85
465140329042444289	519637537468334082	Not into cycling but when in Rome so to speak #giroditalia2014 campl.us/rdiW	-0.19
333108822015107073	519637979334070272	In tropical tourism destinations, fatal snake bites are not considered a good marketing tool. Though there are... bit.ly/10BXCBY	-2.94
464958562796830720	519638126172446721	Hello hot and almost humid weather, hello break out zone on my nose. My face goes from dry to oily like that. So frustrating.	-2.79
464285619381080064	519638451277135872	im sick and tired of these love movies making people have these beliefs for love being so perfect and great. literally its all bullshit	-3.44
475054728242819074	519638928639266817	@playersingreen Yeah I agree. They're trying to rape us, so to speak. They want to take pretty much all of our assets	-3.67
463203330094018560	519639485785456642	RT @JerryPopowicz: @RealCrimea @Anopov @sequoia2001 Russian friends, North Korea, Syria, Cuba. Many Russians emigrate there - great living …	-2.31
465337084568666112	519639515233673217	A lot of young people I met tonight are about as dumb as dirt	-3.09
476422871632183296	519639544765763584	How nana still looks pretty after her surgery is beyond me. Literally she's a little trooper.	3.05
256895848292691968	519639603397943296	I’m in shape. Unfortunately, it’s the wrong one.	-2.06
465322942621319168	519639899452895233	I missed voting due to work. But I was behind the Austrian entry all the way, so to speak. I might enter next year. Who knows?	-0.25
476403168184905728	519640312205938690	@danisnotonfire DAN I AM LITERALLY IN THE CINEMA WAITING TO WATCH A FILM	-0.41
463498665277931520	519640341914210304	Donald Sterling be like I'm not racist I'm negrophobic #yeahright	-2.66
472471515191992320	519640664410046464	Went out to $cafe to work on bluetooth-enabling the @Keyboardio Model 01	-2.18
12178656008	519640753161527300	When summer comes and California starts burning, try to act surprised.	-1.36
476464991013326848	519640782542626817	@Battlefield I'm on xbox. Literally can't go a night with out it freezing a good 5 times. All th people I play with too this happens	-2.61
476479182411948032	519641255672680448	Literally thought I did bad on Vesce's last quiz but apparently I did good bc I got an 88 	3.4
464110440575152128	519678673717170176	So maybe it'll magically fix itself while I'm gone. #yeahright	-1.86
476416382742319104	519678791728115712	@JacobWhitesides literally been waiting all day for you to tweet.	-0.25
476468847198097409	519678880743829504	I wish I had a good singing voice. I literally don't have talents, besides being real good at watching Netflix.	-1.57
474259351251582976	519678969784696833	“@NancyWonderful: pic.twitter.com/cTVwpdZzjz BOYCOTT #Target because u allow #GUNS”	-3.49
464955757130031104	519679176379342849	@artsyTrish @normwilner l'm afraid I'm cynical, don't that it will ultimately change him. I don't think this is the proverbial rock bottom.	-2.08
475488958311186433	519679265114046464	@roquesullivan That is next on the list, but they said they can analyze his poop. Waiting for a "sample" so to speak.	-1.11
465361466648821761	519679796645617665	You're about as useful as a poopy flavored lollipop	-2.99
475095780559048704	519680476332556289	So to speak RT @iD4RO: I will pay good money for the Paul Wells toilet video. Somebody leak it to me.	-0.05
476426084721106944	519680505814323204	Good Dick Or Good pussy Will Literally Make Mfs Go Crazy 	2.36
464067305329004544	519681005427228672	lmao don't talk to me about age difference if your bf cheats on you &amp; treats you horribly, you're not exactly a model relationship fuckf	-4.22
464962954333798401	519681888202399744	Consumerism is used to control the populace in the same way that the proverbial carrot is used to control the proverbial horse.	-1.54
476486298866552832	519682124622749696	@Nathanaelboone ya know.. I'm pretty sure the literally is one. haha	-0.02
476448053545955328	519682389669187585	@goldenGAZE yeah I was distraught when I realised the sub unit was only a fackn April fools (I was literally waiting for news to drop hahah)	-1.25
465325122413293568	519682507663368193	RT @TheeJesseHelton: "A Million Ways To Die In The West" looks about as appealing as dysentery. Don't know how folks still find Seth McFarl…	-3.19
476473354132922368	519682654828900352	I swear it better be good cuz it's literally killing me. If you know, you know.	-0.75
476468233554235393	519682949503926274	@Nashgrier I'VE BEEN LITERALLY WAITING FOREVER FOR YOU TO DO A FOLLOWUNG SPREE	0.75
464302265591791616	519683067531640833	I literally wasted a whole year on you focused on you when all along all you wanted was him... I feel dumb asf cause of you...	-3.58
111900485040078848	519683126289649665	I hate those unrealistic movies where women are friends.	-2.21
472038044787539968	519683273878818816	RT @Stumpieeeee: Breakin legs so to speak. @raevans22 danjon97 @ccraddock15 instagram.com/p/ole1Rou5VM/	0.2
474154912692326400	519683303280881664	@SellaTheChemist @lewis_dartnell Yes, I didn't think it looked like your office. Looking good for Sunday @cheltfestivals Pumped, so to speak	2.14
476485132627345408	519683362231832576	Literally my entire body hurts pretty sure cheer tryouts were harder than basketball tryouts 	-2.2
465391649204346880	519683449955708928	RT @yusha123 Pub lunch in the swann inn in crewkerne.. feel about as welcome as a fart in a sauna. FART ROBOT APPROVES.	-2.37
476423935546757120	519683568209907712	@H_mcBlackie I'm good question I'm not sure we literally just got here and I had to drive	0.52
465390980514852864	519683686472486914	@Ssssmmmileeeey You I’m not worried cuz we’ve had piss-takes before ;) @JanetteMattey Ah, Jan, Jan… still testing waters so to speak haha ?	0.31
474880225738625024	519684189155631105	Newspaper having extra page for celebrating World Environment Day.	-1.92
465357102916333568	519684365190578176	Monogamy is about as appealing as a glass of poison served next to a shit sandwich.	-3.71
464412271746097152	519684540751564801	@SWaqarA But they're not exactly engaging in global jihad. As opposed to Al-Qaeda which declared an emergency back in late 90's.	-0.91
471680452600664064	519684688110047234	RT @joewilsontv: The reality show I keep pitching about people gaining their dignity continues to be rejected. I guess I don't get this gen…	-2.05
476456425024421889	519686040206852096	I love when I'm on the phone with bran and she's literally cussing and yelling at cars on the interstate #everyday	0.7
476447934381170688	519686099153600512	my phone has literally been stuck at 87% for the past hour is that good or bad	-0.52
464647567846801408	519686188009922560	Literally obsessed with @ArianaGrande song, #problem she sings so beautiful idk man I think I love her	1.57
465389233071337473	519686247082508288	Asking people if @MattJackson13 @NickJacksonYB had a ***** match is about as redundant as asking people if the sky is blue these days.	-2.02
465387118437494784	519686335632646144	You are about as on the ball today as a dead seal.	-3.69
465179164891312128	519686542592184320	@KeithDeuces Interesting prediction. I just want guys who can play. Hopefully Carter regains form so to speak	0.93
